name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
Decrypt the file.,Decrypt the file.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q05_decrypt_the_file""},""autograde"":{""enabled"":true,""commands"":[""gpg -d secret.gpg""]}}","[{""type"": ""static"", ""content"": ""lab29_q05_decrypt_the_file""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `decrypt`."", ""cost"": 25}]"
Create a screen called abc. (2),Create a screen called abc.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q01_create_a_screen_called_abc""},""autograde"":{""enabled"":true,""commands"":[""screen -S abc""]}}","[{""type"": ""static"", ""content"": ""lab29_q01_create_a_screen_called_abc""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Detach from the screen. (2),Detach from the screen.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q02_detach_from_the_screen""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab29_q02_detach_from_the_screen""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `detach`."", ""cost"": 25}]"
List the existing screens. You should see abc among them. (2),List the existing screens. You should see abc among them.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q03_list_the_existing_screens_you_should_see_abc_among_the""},""autograde"":{""enabled"":true,""commands"":[""screen -ls""]}}","[{""type"": ""static"", ""content"": ""lab29_q03_list_the_existing_screens_you_should_see_abc_among_the""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `list`."", ""cost"": 25}]"
Reattach to the screen. (2),Reattach to the screen.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q04_reattach_to_the_screen""},""autograde"":{""enabled"":true,""commands"":[""screen -r abc"",""echo #INSERT_FLAG_HERE""]}}","[{""type"": ""static"", ""content"": ""lab29_q04_reattach_to_the_screen""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `reattach`."", ""cost"": 25}]"
"Carefully read all of the question instructions first, then perform the steps (2)","Carefully read all of the question instructions first, then perform the steps",0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q05_carefully_read_all_of_the_question_instructions_first""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab29_q05_carefully_read_all_of_the_question_instructions_first""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `carefully`."", ""cost"": 25}]"
Use dpkg to list all packages that are installed on the system.,Use dpkg to list all packages that are installed on the system.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q01_use_dpkg_to_list_all_packages_that_are_installed_on_th""},""autograde"":{""enabled"":true,""commands"":[""dpkg -l""]}}","[{""type"": ""static"", ""content"": ""lab30_q01_use_dpkg_to_list_all_packages_that_are_installed_on_th""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Change directory into /tmp/packages,Change directory into /tmp/packages,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q02_change_directory_into_tmp_packages""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab30_q02_change_directory_into_tmp_packages""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Verify the checksum of the deb file in tmp directory.,Verify the checksum of the deb file in tmp directory.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q03_verify_the_checksum_of_the_deb_file_in_tmp_directory""},""autograde"":{""enabled"":true,""commands"":[""sha1sum vim_8.0.1453-1ubuntu1.1_amd64.deb""]}}","[{""type"": ""static"", ""content"": ""lab30_q03_verify_the_checksum_of_the_deb_file_in_tmp_directory""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Use dpkg to install the debian package on the system.,Use dpkg to install the debian package on the system.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q04_use_dpkg_to_install_the_debian_package_on_the_system""},""autograde"":{""enabled"":true,""commands"":[""sudo dpkg -i vim_8.0.1453-1ubuntu1.1_amd64.deb""]}}","[{""type"": ""static"", ""content"": ""lab30_q04_use_dpkg_to_install_the_debian_package_on_the_system""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use dpkg to view the status for the vim package.,Use dpkg to view the status for the vim package.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q05_use_dpkg_to_view_the_status_for_the_vim_package""},""autograde"":{""enabled"":true,""commands"":[""dpkg -s vim""]}}","[{""type"": ""static"", ""content"": ""lab30_q05_use_dpkg_to_view_the_status_for_the_vim_package""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use dpkg to remove vim from the system.,Use dpkg to remove vim from the system.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q06_use_dpkg_to_remove_vim_from_the_system""},""autograde"":{""enabled"":true,""commands"":[""sudo dpkg -r vim""]}}","[{""type"": ""static"", ""content"": ""lab30_q06_use_dpkg_to_remove_vim_from_the_system""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use dpkg to view the details for the vim package.,Use dpkg to view the details for the vim package.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q07_use_dpkg_to_view_the_details_for_the_vim_package""},""autograde"":{""enabled"":true,""commands"":[""dpkg -s vim""]}}","[{""type"": ""static"", ""content"": ""lab30_q07_use_dpkg_to_view_the_details_for_the_vim_package""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use dpkg to remove the configuration files for vim from the system.,Use dpkg to remove the configuration files for vim from the system.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q08_use_dpkg_to_remove_the_configuration_files_for_vim_fro""},""autograde"":{""enabled"":true,""commands"":[""sudo dpkg -P vim"",""apt-cache show vim"",""apt-cache showpkg vim""]}}","[{""type"": ""static"", ""content"": ""lab30_q08_use_dpkg_to_remove_the_configuration_files_for_vim_fro""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
"Generate key pairs by entering "" gpg --gen-key "" (2)","Generate key pairs by entering "" gpg --gen-key """,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q01_generate_key_pairs_by_entering_gpg_gen_key""},""autograde"":{""enabled"":true,""commands"":[""gpg --gen-key""]}}","[{""type"": ""static"", ""content"": ""lab30_q01_generate_key_pairs_by_entering_gpg_gen_key""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `generate`."", ""cost"": 25}]"
Create a file to test GPG . (2),Create a file to test GPG .,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q02_create_a_file_to_test_gpg""},""autograde"":{""enabled"":true,""commands"":[""echo 'secret message' >""]}}","[{""type"": ""static"", ""content"": ""lab30_q02_create_a_file_to_test_gpg""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Encrypt your file. (2),Encrypt your file.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q03_encrypt_your_file""},""autograde"":{""enabled"":true,""commands"":[""gpg -e /home/student/secret""]}}","[{""type"": ""static"", ""content"": ""lab30_q03_encrypt_your_file""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `encrypt`."", ""cost"": 25}]"
Look at the contents of secret.gpg . (2),Look at the contents of secret.gpg .,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q04_look_at_the_contents_of_secret_gpg""},""autograde"":{""enabled"":true,""commands"":[""cat secret.gpg""]}}","[{""type"": ""static"", ""content"": ""lab30_q04_look_at_the_contents_of_secret_gpg""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `look`."", ""cost"": 25}]"
Decrypt the file. (2),Decrypt the file.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab30_q05_decrypt_the_file""},""autograde"":{""enabled"":true,""commands"":[""gpg -d secret.gpg""]}}","[{""type"": ""static"", ""content"": ""lab30_q05_decrypt_the_file""}]","linux,lab30,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `decrypt`."", ""cost"": 25}]"
Use dpkg to list all packages that are installed on the system. (2),Use dpkg to list all packages that are installed on the system.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab31_q01_use_dpkg_to_list_all_packages_that_are_installed_on_th""},""autograde"":{""enabled"":true,""commands"":[""dpkg -l""]}}","[{""type"": ""static"", ""content"": ""lab31_q01_use_dpkg_to_list_all_packages_that_are_installed_on_th""}]","linux,lab31,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
